Doc #	Word	Tag
Doc2	,	O
Doc2	os	O
Doc2	alunos	O
Doc2	do	O
Doc2	1º	PES
Doc2	Ciclo	PES
Doc2	do	PES
Doc2	Ensino	PES
Doc2	Básico	PES
Doc2	da	PES
Doc2	Escola	PES
Doc2	de	PES
Doc2	Codeçoso	PES
Doc2	,	O
Doc2	sob	O
Doc2	a	O
Doc2	orientação	O
Doc2	da	O
Doc2	professora	O
Doc2	,	O
Doc2	no	O
Doc2	âmbito	O
Doc2	do	O
Doc2	concurso	O
Doc2	promovido	O
Doc2	pela	O
Doc2	Biblioteca	ORG
Doc2	Municipal	ORG
Doc2	de	ORG
Doc2	Montalegre	ORG
Doc2	,	O
Doc2	decidiram	O
Doc2	entrevistar	O
Doc2	um	O
Doc2	par	O
Doc2	de	O
Doc2	idosos	O
Doc2	do	O
Doc2	lugar	O
Doc2	de	O
Doc2	Codeçoso	LOC
Doc2	,	O
Doc2	fregueisa	O
Doc2	da	O
Doc2	Venda	LOC
Doc2	Nova	LOC
Doc2	,	O
Doc2	sobre	O
Doc2	o	O
Doc2	Natal	TEM
Doc2	dos	O
Doc2	seus	O
Doc2	tempos	O
Doc2	de	O
Doc2	juventude	O
Doc2	,	O
Doc2	assim	O
Doc2	como	O
Doc2	algumas	O
Doc2	recordações	O
Doc2	que	O
Doc2	lhes	O
Doc2	deixaram	O
Doc2	saudade	O
Doc2	.	O
Doc2	Trata	O
Doc2	-	O
Doc2	se	O
Doc2	da	O
Doc2	senhora	O
Doc2	Teresa	PES
Doc2	Gonçalves	PES
Doc2	Bastos	PES
Doc2	,	O
Doc2	de	O
Doc2	88	VAL
Doc2	anos	VAL
Doc2	e	O
Doc2	do	O
Doc2	senhor	O
Doc2	António	PES
Doc2	Gonçalves	PES
Doc2	Bastos	PES
Doc2	de	O
Doc2	90	VAL
Doc2	anos	VAL
Doc2	.	O
Doc2	Mónica	PES
Doc2	:	O
Doc2	-	O
Doc2	Será	O
Doc2	que	O
Doc2	podiam	O
Doc2	conversar	O
Doc2	um	O
Doc2	pouco	O
Doc2	connosco	O
Doc2	?	O
Doc2	D	PES
Doc2	.	PES
Doc2	Teresa	PES
Doc2	:	O
Doc2	-	O
Doc2	""""	O
Doc2	Antão	O
Doc2	""""	O
Doc2	não	O
Doc2	haveríamos	O
Doc2	de	O
Doc2	querer	O
Doc2	conversar	O
Doc2	com	O
Doc2	estes	O
Doc2	três	O
Doc2	meninos	O
Doc2	tão	O
Doc2	azadinhos	O
Doc2	e	O
Doc2	com	O
Doc2	a	O
Doc2	senhora	O
Doc2	professora	O
Doc2	.	O
Doc2	Mónica	PES
Doc2	:	O
Doc2	-	O
Doc2	Lembra	O
Doc2	-	O
Doc2	se	O
Doc2	como	O
Doc2	festejava	O
Doc2	o	O
Doc2	Natal	TEM
Doc2	antigamente	O
Doc2	?	O
Doc2	D	PES
Doc2	.	PES
Doc2	Teresa	PES
Doc2	:	O
Doc2	-	O
Doc2	Se	O
Doc2	lembro	O
Doc2	!	O
Doc2	Até	O
Doc2	me	O
Doc2	dão	O
Doc2	saudades	O
Doc2	!	O
Doc2	Mónica	PES
Doc2	:	O
Doc2	-	O
Doc2	O	O
Doc2	que	O
Doc2	costumavam	O
Doc2	comer	O
Doc2	na	O
Doc2	noite	O
Doc2	de	O
Doc2	Consoada	TEM
Doc2	?	O
Doc2	D	PES
Doc2	.	PES
Doc2	Teresa	PES
Doc2	:	O
Doc2	-	O
Doc2	Comíamos	O
Doc2	um	O
Doc2	bocadinho	O
Doc2	de	O
Doc2	bacalhau	O
Doc2	,	O
Doc2	polvo	O
Doc2	,	O
Doc2	couves	O
Doc2	,	O
Doc2	batatas	O
Doc2	e	O
Doc2	no	O
Doc2	fim	O
Doc2	as	O
Doc2	rabanadas	O
Doc2	e	O
Doc2	a	O
Doc2	aletria	O
Doc2	.	O
Doc2	Professora	PES
Doc2	:	O
Doc2	-	O
Doc2	E	O
Doc2	já	O
Doc2	chegava	O
Doc2	cá	O
Doc2	o	O
Doc2	polvo	O
Doc2	nessa	O
Doc2	altura	O
Doc2	?	O
Doc2	D	PES
Doc2	.	PES
Doc2	Teresa	PES
Doc2	:	O
Doc2	-	O
Doc2	Nós	O
Doc2	já	O
Doc2	o	O
Doc2	comíamos	O
Doc2	porque	O
Doc2	o	O
Doc2	senhor	O
Doc2	Domingos	PES
Doc2	Afonso	PES
Doc2	,	O
Doc2	que	O
Doc2	era	O
Doc2	muito	O
Doc2	nosso	O
Doc2	amigo	O
Doc2	e	O
Doc2	tinha	O
Doc2	uma	O
Doc2	loja	O
Doc2	de	O
Doc2	tudo	O
Doc2	em	O
Doc2	Braga	LOC
Doc2	,	O
Doc2	mandáva	O
Doc2	-	O
Doc2	nos	O
Doc2	sempre	O
Doc2	um	O
Doc2	caixote	O
Doc2	de	O
Doc2	mercearia	O
Doc2	,	O
Doc2	o	O
Doc2	bacalhau	O
Doc2	e	O
Doc2	o	O
Doc2	polvo	O
Doc2	seco	O
Doc2	.	O
Doc2	Depois	O
Doc2	deitava	O
Doc2	-	O
Doc2	o	O
Doc2	de	O
Doc2	molho	O
Doc2	e	O
Doc2	ficava	O
Doc2	cá	O
Doc2	com	O
Doc2	uns	O
Doc2	olhos	O
Doc2	!	O
Doc2	Mónica	PES
Doc2	:	O
Doc2	-	O
Doc2	E	O
Doc2	as	O
Doc2	pessoas	O
Doc2	cá	O
Doc2	da	O
Doc2	aldeia	O
Doc2	,	O
Doc2	como	O
Doc2	passavam	O
Doc2	elas	O
Doc2	a	O
Doc2	noite	O
Doc2	de	O
Doc2	Consoada	TEM
Doc2	?	O
Doc2	D	PES
Doc2	.	PES
Doc2	Teresa	PES
Doc2	:	O
Doc2	-	O
Doc2	Para	O
Doc2	essa	O
Doc2	noite	O
Doc2	havia	O
Doc2	sempre	O
Doc2	.	O
Doc2	Era	O
Doc2	uma	O
Doc2	noite	O
Doc2	diferençada	O
Doc2	,	O
Doc2	é	O
Doc2	que	O
Doc2	esse	O
Doc2	Domingos	PES
Doc2	Afonso	PES
Doc2	,	O
Doc2	na	O
Doc2	maré	O
Doc2	do	O
Doc2	Natal	TEM
Doc2	,	O
Doc2	dava	O
Doc2	a	O
Doc2	todos	O
Doc2	os	O
Doc2	pobres	O
Doc2	um	O
Doc2	quilo	O
Doc2	de	O
Doc2	bacalhau	O
Doc2	,	O
Doc2	alguma	O
Doc2	mercearia	O
Doc2	e	O
Doc2	cinco	O
Doc2	mil	O
Doc2	reis	O
Doc2	em	O
Doc2	dinheiro	O
Doc2	.	O
Doc2	Mónica	PES
Doc2	:	O
Doc2	-	O
Doc2	O	O
Doc2	que	O
Doc2	se	O
Doc2	fazia	O
Doc2	durante	O
Doc2	o	O
Doc2	serão	O
Doc2	da	O
Doc2	noite	O
Doc2	de	O
Doc2	Consoada	TEM
Doc2	?	O
Doc2	D	PES
Doc2	.	PES
Doc2	Teresa	PES
Doc2	:	O
Doc2	-	O
Doc2	No	O
Doc2	fim	O
Doc2	de	O
Doc2	comer	O
Doc2	rezava	O
Doc2	-	O
Doc2	se	O
Doc2	o	O
Doc2	terço	O
Doc2	.	O
Doc2	Depois	O
Doc2	,	O
Doc2	os	O
Doc2	vizinhos	O
Doc2	vinham	O
Doc2	até	O
Doc2	nossa	O
Doc2	casa	O
Doc2	.	O
Doc2	Os	O
Doc2	homens	O
Doc2	jogavam	O
Doc2	às	O
Doc2	cartas	O
Doc2	,	O
Doc2	as	O
Doc2	crianças	O
Doc2	e	O
Doc2	as	O
Doc2	mulheres	O
Doc2	olhavam	O
Doc2	e	O
Doc2	também	O
Doc2	se	O
Doc2	contavam	O
Doc2	histórias	O
Doc2	.	O
Doc2	Comia	O
Doc2	-	O
Doc2	se	O
Doc2	figos	O
Doc2	e	O
Doc2	bebia	O
Doc2	-	O
Doc2	se	O
Doc2	aguardente	O
Doc2	.	O
Doc2	Mónica	PES
Doc2	:	O
Doc2	-	O
Doc2	E	O
Doc2	o	O
Doc2	dia	O
Doc2	de	O
Doc2	Natal	TEM
Doc2	como	O
Doc2	era	O
Doc2	passado	O
Doc2	?	O
Doc2	D	PES
Doc2	.	PES
Doc2	Teresa	PES
Doc2	:	O
Doc2	-	O
Doc2	Íamos	O
Doc2	à	O
Doc2	missinha	O
Doc2	e	O
Doc2	no	O
Doc2	fim	O
Doc2	íamos	O
Doc2	ao	O
Doc2	cemitério	O
Doc2	beijar	O
Doc2	a	O
Doc2	campa	O
Doc2	da	O
Doc2	minha	O
Doc2	mãezinha	O
Doc2	que	O
Doc2	Deus	PES
Doc2	tem	O
Doc2	.	O
Doc2	Sabeis	O
Doc2	,	O
Doc2	é	O
Doc2	que	O
Doc2	eu	O
Doc2	fiquei	O
Doc2	sem	O
Doc2	mãe	O
Doc2	muito	O
Doc2	cedo	O
Doc2	e	O
Doc2	fui	O
Doc2	criada	O
Doc2	com	O
Doc2	o	O
Doc2	meu	O
Doc2	avô	PES
Doc2	Manuel	PES
Doc2	Fernandes	PES
Doc2	Campos	PES
Doc2	,	O
Doc2	que	O
Doc2	era	O
Doc2	um	O
Doc2	homem	O
Doc2	bom	O
Doc2	e	O
Doc2	farto	O
Doc2	.	O
Doc2	Mónica	PES
Doc2	:	O
Doc2	-	O
Doc2	E	O
Doc2	então	O
Doc2	como	O
Doc2	era	O
Doc2	o	O
Doc2	almoço	O
Doc2	no	O
Doc2	dia	O
Doc2	de	O
Doc2	Natal	TEM
Doc2	?	O
Doc2	D	PES
Doc2	.	PES
Doc2	Teresa	PES
Doc2	:	O
Doc2	-	O
Doc2	Na	O
Doc2	nossa	O
Doc2	casa	O
Doc2	nunca	O
Doc2	faltava	O
Doc2	a	O
Doc2	vitela	O
Doc2	nesse	O
Doc2	dia	O
Doc2	porque	O
Doc2	o	O
Doc2	meu	O
Doc2	avô	O
Doc2	ia	O
Doc2	a	O
Doc2	Ruivães	LOC
Doc2	a	O
Doc2	pé	O
Doc2	,	O
Doc2	buscá	O
Doc2	-	O
Doc2	la	O
Doc2	.	O
Doc2	Mónica	PES
Doc2	:	O
Doc2	-	O
Doc2	E	O
Doc2	vestiam	O
Doc2	roupa	O
Doc2	nova	O
Doc2	?	O
Doc2	D	PES
Doc2	.	PES
Doc2	Teresa	PES
Doc2	:	O
Doc2	-	O
Doc2	Ai	O
Doc2	roupa	O
Doc2	nova	O
Doc2	!	O
Doc2	Às	O
Doc2	vezes	O
Doc2	remendada	O
Doc2	e	O
Doc2	nos	O
Doc2	pés	O
Doc2	umas	O
Doc2	socas	O
Doc2	de	O
Doc2	madeira	O
Doc2	.	O
Doc2	Mónica	PES
Doc2	:	O
Doc2	-	O
Doc2	E	O
Doc2	nesse	O
Doc2	dia	O
Doc2	recebiam	O
Doc2	prendas	O
Doc2	?	O
Doc2	D	PES
Doc2	.	PES
Doc2	Teresa	PES
Doc2	:	O
Doc2	-	O
Doc2	Num	O
Doc2	havia	O
Doc2	prendas	O
Doc2	para	O
Doc2	ninguém	O
Doc2	.	O
Doc2	O	O
Doc2	dinheiro	O
Doc2	era	O
Doc2	pouco	O
Doc2	.	O
Doc2	Num	O
Doc2	havia	O
Doc2	cá	O
Doc2	pinheiros	O
Doc2	nem	O
Doc2	luzes	O
Doc2	a	O
Doc2	piscar	O
Doc2	,	O
Doc2	havia	O
Doc2	muita	O
Doc2	alegria	O
Doc2	,	O
Doc2	coisa	O
Doc2	que	O
Doc2	agora	O
Doc2	é	O
Doc2	rara	O
Doc2	.	O
Doc2	Professora	PES
Doc2	:	O
Doc2	-	O
Doc2	Tem	O
Doc2	saudades	O
Doc2	do	O
Doc2	seu	O
Doc2	tempo	O
Doc2	de	O
Doc2	juventude	O
Doc2	?	O
Doc2	D	PES
Doc2	.	PES
Doc2	Teresa	PES
Doc2	:	O
Doc2	-	O
Doc2	Se	O
Doc2	tenho	O
Doc2	!	O
Doc2	Antes	O
Doc2	me	O
Doc2	queria	O
Doc2	no	O
Doc2	tempo	O
Doc2	de	O
Doc2	""""	O
Doc2	dantes	O
Doc2	""""	O
Doc2	.	O
Doc2	Agora	O
Doc2	é	O
Doc2	tudo	O
Doc2	triste	O
Doc2	e	O
Doc2	só	O
Doc2	se	O
Doc2	ouvem	O
Doc2	desgraças	O
Doc2	.	O
Doc2	Professora	PES
Doc2	:	O
Doc2	-	O
Doc2	Mas	O
Doc2	agora	O
Doc2	há	O
Doc2	mais	O
Doc2	fartura	O
Doc2	!	O
Doc2	D	PES
Doc2	.	PES
Doc2	Teresa	PES
Doc2	:	O
Doc2	-	O
Doc2	Pois	O
Doc2	há	O
Doc2	,	O
Doc2	mas	O
Doc2	uma	O
Doc2	rachinha	O
Doc2	de	O
Doc2	bacalhau	O
Doc2	naquela	O
Doc2	altura	O
Doc2	sabia	O
Doc2	pela	O
Doc2	vida	O
Doc2	e	O
Doc2	agora	O
Doc2	nada	O
Doc2	sabe	O
Doc2	bem	O
Doc2	à	O
Doc2	gente	O
Doc2	.	O
Doc2	Esses	O
Doc2	venenos	O
Doc2	que	O
Doc2	botam	O
Doc2	na	O
Doc2	terra	O
Doc2	estragam	O
Doc2	tudo	O
Doc2	.	O
Doc2	Até	O
Doc2	as	O
Doc2	sardinhas	O
Doc2	sabiam	O
Doc2	melhor	O
Doc2	,	O
Doc2	e	O
Doc2	em	O
Doc2	minha	O
Doc2	casa	O
Doc2	,	O
Doc2	graças	O
Doc2	a	O
Doc2	Deus	PES
Doc2	,	O
Doc2	apanhávamos	O
Doc2	cada	O
Doc2	fartote	O
Doc2	!	O
Doc2	Dava	O
Doc2	-	O
Doc2	se	O
Doc2	seis	O
Doc2	ovos	O
Doc2	e	O
Doc2	em	O
Doc2	troca	O
Doc2	recebíamos	O
Doc2	meio	O
Doc2	cento	O
Doc2	de	O
Doc2	sardinhas	O
Doc2	.	O
Doc2	Mónica	PES
Doc2	:	O
Doc2	-	O
Doc2	Sabe	O
Doc2	ler	O
Doc2	e	O
Doc2	escrever	O
Doc2	?	O
Doc2	D	PES
Doc2	.	PES
Doc2	Teresa	PES
Doc2	:	O
Doc2	-	O
Doc2	Eu	O
Doc2	não	O
Doc2	,	O
Doc2	mas	O
Doc2	o	O
Doc2	meu	O
Doc2	irmão	PES
Doc2	António	PES
Doc2	fez	O
Doc2	o	O
Doc2	exame	O
Doc2	da	O
Doc2	4º	O
Doc2	classe	O
Doc2	na	O
Doc2	Venda	LOC
Doc2	Nova	LOC
Doc2	.	O
Doc2	Aprendeu	O
Doc2	com	O
Doc2	a	O
Doc2	D	PES
Doc2	.	PES
Doc2	Maria	PES
Doc2	da	PES
Doc2	Conceição	PES
Doc2	,	O
Doc2	mulher	O
Doc2	de	O
Doc2	um	O
Doc2	farmacêutico	O
Doc2	.	O
Doc2	Professora	PES
Doc2	:	O
Doc2	-	O
Doc2	Naquela	O
Doc2	altura	O
Doc2	,	O
Doc2	ter	O
Doc2	o	O
Doc2	exame	O
Doc2	da	O
Doc2	4ª	O
Doc2	classe	O
Doc2	era	O
Doc2	bastante	O
Doc2	?	O
Doc2	Sr	PES
Doc2	.	PES
Doc2	António	PES
Doc2	:	O
Doc2	-	O
Doc2	Ai	O
Doc2	era	O
Doc2	!	O
Doc2	Fui	O
Doc2	para	O
Doc2	a	O
Doc2	tropa	O
Doc2	para	O
Doc2	Braga	LOC
Doc2	em	O
Doc2	1930	TEM
Doc2	e	O
Doc2	fui	O
Doc2	1º	PES
Doc2	Cabo	PES
Doc2	.	O
Doc2	Quando	O
Doc2	acabei	O
Doc2	a	O
Doc2	tropa	O
Doc2	,	O
Doc2	vim	O
Doc2	a	O
Doc2	pé	O
Doc2	de	O
Doc2	Braga	LOC
Doc2	a	O
Doc2	Codeçoso	LOC
Doc2	e	O
Doc2	como	O
Doc2	as	O
Doc2	botas	O
Doc2	eram	O
Doc2	apertadas	O
Doc2	e	O
Doc2	pesadas	O
Doc2	,	O
Doc2	pu	O
Doc2	-	O
Doc2	las	O
Doc2	às	O
Doc2	costas	O
Doc2	.	O
Doc2	Professora	PES
Doc2	:	O
Doc2	-	O
Doc2	D	PES
Doc2	.	PES
Doc2	Teresa	PES
Doc2	,	O
Doc2	ouvi	O
Doc2	dizer	O
Doc2	que	O
Doc2	lhe	O
Doc2	chamavam	O
Doc2	noutro	O
Doc2	tempo	O
Doc2	a	O
Doc2	""""	O
Doc2	Mãe	O
Doc2	dos	O
Doc2	pobres	O
Doc2	""""	O
Doc2	,	O
Doc2	é	O
Doc2	verdade	O
Doc2	?	O
Doc2	D	PES
Doc2	.	PES
Doc2	Teresa	PES
Doc2	:	O
Doc2	-	O
Doc2	Dava	O
Doc2	o	O
Doc2	que	O
Doc2	podia	O
Doc2	aos	O
Doc2	mais	O
Doc2	pobres	O
Doc2	porque	O
Doc2	naquele	O
Doc2	tempo	O
Doc2	havia	O
Doc2	fome	O
Doc2	.	O
Doc2	Todos	O
Doc2	queriam	O
Doc2	saber	O
Doc2	quando	O
Doc2	é	O
Doc2	que	O
Doc2	eu	O
Doc2	metia	O
Doc2	a	O
Doc2	fornada	O
Doc2	porque	O
Doc2	eu	O
Doc2	dava	O
Doc2	pão	O
Doc2	a	O
Doc2	quem	O
Doc2	precisava	O
Doc2	.	O
Doc2	Cozia	O
Doc2	sempre	O
Doc2	um	O
Doc2	bolo	O
Doc2	para	O
Doc2	a	O
Doc2	criançada	O
Doc2	e	O
Doc2	uma	O
Doc2	broa	O
Doc2	era	O
Doc2	logo	O
Doc2	espatifada	O
Doc2	no	O
Doc2	forno	O
Doc2	.	O
Doc2	E	O
Doc2	não	O
Doc2	estou	O
Doc2	arrependida	O
Doc2	,	O
Doc2	ainda	O
Doc2	cá	O
Doc2	fica	O
Doc2	muito	O
Doc2	.	O
Doc2	Se	O
Doc2	as	O
Doc2	esmolas	O
Doc2	valerem	O
Doc2	,	O
Doc2	eu	O
Doc2	tenho	O
Doc2	lá	O
Doc2	algumas	O
Doc2	.	O
Doc2	Professora	PES
Doc2	:	O
Doc2	-	O
Doc2	D	PES
Doc2	.	PES
Doc2	Teresa	PES
Doc2	foi	O
Doc2	muito	O
Doc2	bom	O
Doc2	conversar	O
Doc2	consigo	O
Doc2	,	O
Doc2	até	O
Doc2	um	O
Doc2	dia	O
Doc2	deste	O
Doc2	e	O
Doc2	obrigada	O
Doc2	.	O
Doc2	D	PES
Doc2	.	PES
Doc2	Teresa	PES
Doc2	:	O
Doc2	-	O
Doc2	Adeus	O
Doc2	senhora	O
Doc2	professora	O
Doc2	.	O
Doc2	Adeus	O
Doc2	meus	O
Doc2	meninos	O
Doc2	azadinhos	O
Doc2	.	O
Doc2	Até	O
Doc2	quando	O
Doc2	quiserem	O
Doc2	.	O
Doc2	A	O
Doc2	D	PES
Doc2	.	PES
Doc2	Teresa	PES
Doc2	deu	O
Doc2	à	O
Doc2	Mónica	PES
Doc2	uma	O
Doc2	moeda	O
Doc2	de	O
Doc2	20	VAL
Doc2	$	VAL
Doc2	0	VAL
Doc2	para	O
Doc2	deitar	O
Doc2	nas	O
Doc2	Alminhas	LOC
Doc2	.	O
Doc2	Regressámos	O
Doc2	à	O
Doc2	escola	O
Doc2	muito	O
Doc2	mais	O
Doc2	ricos	O
Doc2	e	O
Doc2	deveras	O
Doc2	entusiasmados	O
Doc2	com	O
Doc2	tão	O
Doc2	belo	O
Doc2	testemunho	O
Doc2	de	O
Doc2	vida	O
Doc2	.	O
Doc2	Resolvemos	O
Doc2	então	O
Doc2	registar	O
Doc2	,	O
Doc2	fazendo	O
Doc2	HISTÓRIA	O
Doc2	!	O
Doc2	.	O
Doc2	.	O
Doc2	.	O
Doc2	.	O
Doc2	Este	O
Doc2	trabalho	O
Doc2	ficou	O
Doc2	classificado	O
Doc2	em	O
Doc2	terceiro	O
Doc2	lugar	O
Doc2	no	O
Doc2	concurso	O
Doc2	promovido	O
Doc2	pela	O
