Doc #	Word	Tag
Doc1	da	O
Doc1	infecção	O
Doc1	,	O
Doc1	dirigida	O
Doc1	à	O
Doc1	população	O
Doc1	em	O
Doc1	geral	O
Doc1	e	O
Doc1	,	O
Doc1	especialmente	O
Doc1	,	O
Doc1	aos	O
Doc1	jovens	O
Doc1	,	O
Doc1	utilizadores	O
Doc1	de	O
Doc1	droga	O
Doc1	,	O
Doc1	trabalhadores	O
Doc1	do	O
Doc1	sexo	O
Doc1	,	O
Doc1	mulheres	O
Doc1	,	O
Doc1	gays	O
Doc1	,	O
Doc1	trangenders	O
Doc1	e	O
Doc1	reclusos	O
Doc1	;	O
Doc1	Luta	O
Doc1	contra	O
Doc1	a	O
Doc1	discriminação	O
Doc1	e	O
Doc1	defesa	O
Doc1	dos	O
Doc1	direitos	O
Doc1	das	O
Doc1	pessoas	O
Doc1	infectadas	O
Doc1	.	O
Doc1	A	O
Doc1	Associação	B-ORG
Doc1	dispõe	O
Doc1	de	O
Doc1	uma	O
Doc1	estrutura	O
Doc1	de	O
Doc1	cerca	O
Doc1	de	O
Doc1	vinte	O
Doc1	assalariados	O
Doc1	sendo	O
Doc1	portanto	O
Doc1	a	O
Doc1	sua	O
Doc1	actividade	O
Doc1	desenvolvida	O
Doc1	essencialmente	O
Doc1	através	O
Doc1	de	O
Doc1	voluntários	O
Doc1	.	O
Doc1	A	O
Doc1	sua	O
Doc1	acção	O
Doc1	tem	O
Doc1	âmbito	O
Doc1	nacional	O
Doc1	,	O
Doc1	dispondo	O
Doc1	de	O
Doc1	três	O
Doc1	centros	O
Doc1	de	O
Doc1	trabalho	O
Doc1	na	O
Doc1	área	O
Doc1	da	O
Doc1	grande	O
Doc1	Lisboa	B-LOC
Doc1	,	O
Doc1	um	O
Doc1	no	O
Doc1	Porto	B-LOC
Doc1	,	O
Doc1	aberto	O
Doc1	em	O
Doc1	Dezembro	B-TEM
Doc1	de	I-TEM
Doc1	1994	I-TEM
Doc1	,	O
Doc1	e	O
Doc1	um	O
Doc1	no	O
Doc1	Funchal	B-LOC
Doc1	,	O
Doc1	aberto	O
Doc1	em	O
Doc1	Dezembro	B-TEM
Doc1	de	I-TEM
Doc1	1995	I-TEM
Doc1	.	O
Doc1	A	O
Doc1	Associação	B-ORG
Doc1	está	O
Doc1	organizada	O
Doc1	por	O
Doc1	núcleos	O
Doc1	e	O
Doc1	delegações	O
Doc1	regionais	O
Doc1	,	O
Doc1	cada	O
Doc1	um	O
Doc1	deles	O
Doc1	reportando	O
Doc1	a	O
Doc1	um	O
Doc1	dos	O
Doc1	três	O
Doc1	membros	O
Doc1	da	O
Doc1	Comissão	B-ORG
Doc1	Executiva	I-ORG
Doc1	.	O
Doc1	Actualmente	O
Doc1	a	O
Doc1	Associação	B-ORG
Doc1	conta	O
Doc1	com	O
Doc1	cerca	B-VAL
Doc1	de	I-VAL
Doc1	460	I-VAL
Doc1	sócios	O
Doc1	e	O
Doc1	650	B-VAL
Doc1	voluntários	O
Doc1	;	O
Doc1	destes	O
Doc1	,	O
Doc1	70	B-VAL
Doc1	trabalham	O
Doc1	connosco	O
Doc1	numa	O
Doc1	base	O
Doc1	regular	O
Doc1	e	O
Doc1	permanente	O
Doc1	.	O
Doc2	Fernando	B-PES
Doc2	Ferreira	I-PES
Doc2	[	O
Doc2	click	O
Doc2	for	O
Doc2	a	O
Doc2	page	O
Doc2	in	O
Doc2	english	O
Doc2	]	O
Doc2	CMAF	B-ORG
Doc2	-	O
Doc2	Universidade	B-ORG
Doc2	de	I-ORG
Doc2	Lisboa	I-ORG
Doc2	Gabinete	B-LOC
Doc2	A2	I-LOC
Doc2	-	I-LOC
Doc2	31	I-LOC
Doc2	Avenida	I-LOC
Doc2	Professor	I-LOC
Doc2	Gama	I-LOC
Doc2	Pinto	I-LOC
Doc2	,	I-LOC
Doc2	2	I-LOC
Doc2	Telefone	O
Doc2	do	O
Doc2	Gabinete	O
Doc2	:	O
Doc2	217904893	O
Doc2	P	O
Doc2	-	O
Doc2	1649	O
Doc2	-	O
Doc2	003	O
Doc2	Lisboa	B-LOC
Doc2	Extensão	O
Doc2	interna	O
Doc2	:	O
Doc2	4293	O
Doc2	Portugal	B-LOC
Doc2	Email	O
Doc2	:	O
Doc2	ferferr	O
Doc2	@	O
Doc2	cii	O
Doc2	.	O
Doc2	fc	O
Doc2	.	O
Doc2	ul	O
Doc2	.	O
Doc2	pt	O
Doc2	Departamento	B-ORG
Doc2	de	I-ORG
Doc2	Matemática	I-ORG
Doc2	|	O
Doc2	Faculdade	B-ORG
Doc2	de	I-ORG
Doc2	Ciências	I-ORG
Doc2	|	O
Doc2	Universidade	B-ORG
Doc2	de	I-ORG
Doc2	Lisboa	I-ORG
Doc2	|	O
Doc2	CMAF	B-ORG
Doc2	Apresentação	O
Doc2	Bem	O
Doc2	vindos	O
Doc2	àminha	O
Doc2	página	O
Doc2	pessoal	O
Doc2	.	O
Doc2	Sou	O
Doc2	Professor	B-PES
Doc2	Associado	I-PES
Doc2	do	O
Doc2	Departamento	B-ORG
Doc2	de	I-ORG
Doc2	Matemática	I-ORG
Doc2	da	I-ORG
Doc2	Universidade	I-ORG
Doc2	de	I-ORG
Doc2	Lisboa	I-ORG
Doc2	e	O
Doc2	membro	O
Doc2	do	O
Doc2	Centro	B-ORG
Doc2	de	I-ORG
Doc2	Matemática	I-ORG
Doc2	e	I-ORG
Doc2	Aplicações	I-ORG
Doc2	Fundamentais	I-ORG
Doc2	-	O
Doc2	CMAF	B-ORG
Doc2	.	O
Doc2	Clique	O
Doc2	aqui	O
Doc2	para	O
Doc2	obter	O
Doc2	o	O
Doc2	meu	O
Doc2	CV	O
Doc2	.	O
Doc2	Interesses	O
Doc2	Académicos	O
Doc2	Lógica	B-ABS
Doc2	Matemática	I-ABS
Doc2	,	O
Doc2	em	O
Doc2	especial	O
Doc2	teorias	O
Doc2	fracas	O
Doc2	da	O
Doc2	aritmética	O
Doc2	e	O
Doc2	da	O
Doc2	análise	O
Doc2	.	O
Doc2	Filosofia	B-ABS
Doc2	e	O
Doc2	Fundamentos	B-ABS
Doc2	de	I-ABS
Doc2	Matemática	I-ABS
Doc2	.	O
Doc2	Tenho	O
Doc2	um	O
Doc2	interesse	O
Doc2	amador	O
Doc2	(	O
Doc2	no	O
Doc2	sentido	O
Doc2	latino	O
Doc2	da	O
Doc2	palavra	O
Doc2	)	O
Doc2	por	O
Doc2	alguns	O
Doc2	problemas	O
Doc2	da	O
Doc2	Filosofia	B-ABS
Doc2	Antiga	I-ABS
Doc2	,	O
Doc2	particularmente	O
Doc2	no	O
Doc2	problema	O
Doc2	da	O
Doc2	falsidade	O
Doc2	em	O
Doc2	Parménides	B-ABS
Doc2	e	O
Doc2	Platão	B-ABS
Doc2	.	O
Doc2	Também	O
Doc2	escrevi	O
Doc2	alguns	O
Doc2	ensaios	O
Doc2	expositórios	O
Doc2	sobre	O
Doc2	temas	O
Doc2	da	O
Doc2	lógica	O
Doc2	:	O
Doc2	clique	O
Doc2	aqui	O
Doc2	para	O
Doc2	os	O
Doc2	ver	O
Doc2	.	O
Doc2	Ensino	O
Doc2	No	O
Doc2	presente	O
Doc2	semestre	O
Doc2	dou	O
Doc2	aulas	O
Doc2	teórico	O
Doc2	-	O
Doc2	práticas	O
Doc2	de	O
Doc2	Álgebra	B-ABS
Doc2	2	I-ABS
Doc2	,	O
Doc2	cadeira	O
Doc2	do	O
Doc2	segundo	O
Doc2	ano	O
Doc2	das	O
Doc2	licenciaturas	O
Doc2	em	O
Doc2	Matemática	B-ABS
Doc2	.	O
Doc2	O	O
Doc2	Professor	B-PES
Doc2	José	I-PES
Doc2	Perdigão	I-PES
Doc2	Dias	I-PES
Doc2	da	I-PES
Doc2	Silva	I-PES
Doc2	éo	O
Doc2	regente	O
Doc2	da	O
Doc2	cadeira	O
Doc2	.	O
Doc2	No	O
Doc2	semestre	O
Doc2	passado	O
Doc2	fui	O
Doc2	responsável	O
Doc2	pelas	O
Doc2	cadeiras	O
Doc2	de	O
Doc2	Topologia	B-ABS
Doc2	e	O
Doc2	Introdução	B-ABS
Doc2	àAnálise	I-ABS
Doc2	Funcional	I-ABS
Doc2	,	O
Doc2	do	O
Doc2	terceiro	O
Doc2	ano	O
Doc2	das	O
Doc2	licenciaturas	O
Doc2	em	O
Doc2	Matemática	B-ABS
Doc2	,	O
Doc2	e	O
Doc2	de	O
Doc2	Teoria	B-ABS
Doc2	da	I-ABS
Doc2	Demonstração	I-ABS
Doc2	,	O
Doc2	do	O
Doc2	Mestrado	O
Doc2	em	O
Doc2	Matemática	B-ABS
Doc2	.	O
Doc2	No	O
Doc2	ano	O
Doc2	passado	O
Doc2	ensinei	O
Doc2	a	O
Doc2	cadeira	O
Doc2	de	O
Doc2	Lógica	B-ABS
Doc2	Matemática	I-ABS
Doc2	aos	O
Doc2	finalistas	O
Doc2	de	O
Doc2	Matemática	B-ABS
Doc2	e	O
Doc2	licenciaturas	O
Doc2	relacionadas	O
Doc2	.	O
Doc2	Clique	O
Doc2	aqui	O
Doc2	para	O
Doc2	ver	O
Doc2	a	O
Doc2	página	O
Doc2	desta	O
Doc2	cadeira	O
Doc2	.	O
Doc2	Também	O
Doc2	dei	O
Doc2	a	O
Doc2	cadeira	O
Doc2	Lógica	B-ABS
Doc2	de	I-ABS
Doc2	Primeira	I-ABS
Doc2	-	I-ABS
Doc2	Ordem	I-ABS
Doc2	ao	O
Doc2	primeiro	O
Doc2	ano	O
Doc2	das	O
Doc2	licenciaturas	O
Doc2	em	O
Doc2	Informática	B-ABS
Doc2	e	O
Doc2	Engenharia	B-ABS
Doc2	da	I-ABS
Doc2	Linguagem	I-ABS
Doc2	e	I-ABS
Doc2	do	I-ABS
Doc2	Conhecimento	I-ABS
Doc2	.	O
Doc2	A	O
Doc2	página	O
Doc2	web	O
Doc2	desta	O
Doc2	cadeira	O
Doc2	ainda	O
Doc2	se	O
Doc2	encontra	O
Doc2	disponível	O
Doc2	on	O
Doc2	-	O
Doc2	line	O
Doc2	em	O
Doc2	html	O
Doc2	:	O
Doc2	/	O
Doc2	/	O
Doc2	www	O
Doc2	.	O
Doc2	alf1	O
Doc2	.	O
Doc2	cii	O
Doc2	.	O
Doc2	fc	O
Doc2	.	O
Doc2	ul	O
Doc2	.	O
Doc2	pt	O
Doc2	/	O
Doc2	~	O
Doc2	ferferr	O
Doc2	/	O
Doc2	lpo	O
Doc2	.	O
Doc2	html	O
Doc2	.	O
Doc2	Também	O
Doc2	colaboro	O
Doc2	no	O
Doc2	Mestrado	O
Doc2	em	O
Doc2	Filosofia	B-ABS
Doc2	da	I-ABS
Doc2	Linguagem	I-ABS
Doc2	e	I-ABS
Doc2	da	I-ABS
Doc2	Consciência	I-ABS
Doc2	da	O
Doc2	Faculdade	B-ORG
Doc2	de	I-ORG
Doc2	Letras	I-ORG
Doc2	.	O
Doc2	Eventos	O
Doc2	De	O
Doc2	25	B-TEM
Doc2	a	O
Doc2	28	B-TEM
Doc2	de	I-TEM
Doc2	Junho	I-TEM
Doc2	decorrerá	O
Doc2	em	O
Doc2	Lisboa	B-LOC
Doc2	,	O
Doc2	no	O
Doc2	CMAF	B-LOC
Doc2	,	O
Doc2	a	O
Doc2	School	B-ACO
Doc2	on	I-ACO
Doc2	Real	I-ACO
Doc2	Algebraic	I-ACO
Doc2	and	I-ACO
Doc2	Analytic	I-ACO
Doc2	Geometry	I-ACO
Doc2	and	I-ACO
Doc2	O	I-ACO
Doc2	-	I-ACO
Doc2	minimal	I-ACO
Doc2	Structures	I-ACO
Doc2	.	O
Doc2	Às	O
Doc2	quintas	O
Doc2	-	O
Doc2	feiras	O
Doc2	decorre	O
Doc2	o	O
Doc2	Seminário	B-ACO
Doc2	de	I-ACO
Doc2	Lógica	I-ACO
Doc2	Matemática	I-ACO
Doc2	(	O
Doc2	SLM	B-ACO
Doc2	)	O
Doc2	,	O
Doc2	organizado	O
Doc2	por	O
Doc2	mim	O
Doc2	e	O
Doc2	pelo	O
Doc2	Professor	B-PES
Doc2	Narciso	I-PES
Doc2	Garcia	I-PES
Doc2	do	O
Doc2	Instituto	B-ORG
Doc2	Superior	I-ORG
Doc2	Técnico	I-ORG
Doc2	.	O
Doc2	Se	O
Doc2	quiser	O
Doc2	ter	O
Doc2	notícias	O
Doc2	regulares	O
Doc2	sobre	O
Doc2	o	O
Doc2	SLM	B-ACO
Doc2	,	O
Doc2	por	O
Doc2	favor	O
Doc2	contacte	O
Doc2	-	O
Doc2	me	O
Doc2	.	O
Doc2	Vária	O
Doc2	Sou	O
Doc2	co	O
Doc2	-	O
Doc2	editor	O
Doc2	da	O
Doc2	Disputatio	B-OBR
Doc2	,	O
Doc2	uma	O
Doc2	revista	O
Doc2	de	O
Doc2	Filosofia	B-ABS
Doc2	Analítica	I-ABS
Doc2	.	O
Doc3	BOMBEIROS	B-ORG
Doc3	VOLUNTÁRIOS	I-ORG
Doc3	DE	I-ORG
Doc3	VILA	I-ORG
Doc3	NOVA	I-ORG
Doc3	DE	I-ORG
Doc3	OLIVEIRINHA	I-ORG
Doc3	Clique	O
Doc3	aqui	O
Doc3	para	O
Doc3	ENTRAR	O
Doc3	NO	O
Doc3	MENU	O
Doc3	(	O
Doc3	Fotografia	O
Doc3	do	O
Doc3	Quartel	O
Doc3	Construído	O
Doc3	em	O
Doc3	1935	B-TEM
Doc3	)	O
Doc3	CLIQUE	O
Doc3	AQUI	O
Doc3	para	O
Doc3	enviar	O
Doc3	uma	O
Doc3	mensagem	O
Doc3	Visitas	O
Doc3	desde	O
Doc3	13	B-TEM
Doc3	/	I-TEM
Doc3	05	I-TEM
Doc3	/	I-TEM
Doc3	2001	I-TEM
Doc3	Mensagem	O
Doc3	do	O
Doc3	Presidente	B-PES
Doc3	da	I-PES
Doc3	Direcção	I-PES
Doc3	Caros	O
Doc3	amigos	O
Doc3	dos	O
Doc3	Bombeiros	B-PES
Doc3	:	O
Doc3	A	O
Doc3	nossa	O
Doc3	página	O
Doc3	na	O
Doc3	Internet	B-LOC
Doc3	já	O
Doc3	está	O
Doc3	activa	O
Doc3	desde	O
Doc3	o	O
Doc3	dia	O
Doc3	13	B-TEM
Doc3	de	I-TEM
Doc3	Maio	I-TEM
Doc3	de	I-TEM
Doc3	2001	I-TEM
Doc3	,	O
Doc3	data	O
Doc3	em	O
Doc3	que	O
Doc3	se	O
Doc3	comemorou	O
Doc3	mais	O
Doc3	uma	O
Doc3	Festa	B-ACO
Doc3	dos	I-ACO
Doc3	Carolos	I-ACO
Doc3	(	O
Doc3	2001	B-TEM
Doc3	)	O
Doc3	.	O
Doc3	A	O
Doc3	Festa	B-ACO
Doc3	dos	I-ACO
Doc3	Carolos	I-ACO
Doc3	é	O
Doc3	uma	O
Doc3	tradição	O
Doc3	desta	O
Doc3	terra	O
Doc3	que	O
Doc3	os	O
Doc3	Bombeiros	B-PES
Doc3	querem	O
Doc3	manter	O
Doc3	viva	O
Doc3	neste	O
Doc3	começo	O
Doc3	do	O
Doc3	novo	O
Doc3	milénio	O
Doc3	.	O
Doc3	E	O
Doc3	como	O
Doc3	nesta	O
Doc3	nova	O
Doc3	era	O
Doc3	as	O
Doc3	solicitações	O
Doc3	são	O
Doc3	diversas	O
Doc3	,	O
Doc3	os	O
Doc3	Bombeiros	B-ORG
Doc3	Voluntários	I-ORG
Doc3	de	I-ORG
Doc3	Vila	I-ORG
Doc3	Nova	I-ORG
Doc3	de	I-ORG
Doc3	Oliveirinha	I-ORG
Doc3	têm	O
Doc3	bem	O
Doc3	presente	O
Doc3	os	O
Doc3	novos	O
Doc3	desafios	O
Doc3	.	O
Doc3	Assim	O
Doc3	,	O
Doc3	paralelamente	O
Doc3	à	O
Doc3	construção	O
Doc3	do	O
Doc3	Novo	O
Doc3	Quartel	O
Doc3	dos	O
Doc3	Bombeiros	O
Doc3	-	O
Doc3	-	O
Doc3	temos	O
Doc3	dado	O
Doc3	passos	O
Doc3	bastante	O
Doc3	importantes	O
Doc3	!	O
Doc3	-	O
Doc3	-	O
Doc3	,	O
Doc3	vamos	O
Doc3	continuar	O
Doc3	a	O
Doc3	melhorar	O
Doc3	esta	O
Doc3	página	O
Doc3	na	O
Doc3	Internet	B-LOC
Doc3	.	O
Doc3	Continuamos	O
Doc3	a	O
Doc3	receber	O
Doc3	conteúdos	O
Doc3	para	O
Doc3	dotarmos	O
Doc3	esta	O
Doc3	página	O
Doc3	com	O
Doc3	bastante	O
Doc3	informação	O
Doc3	,	O
Doc3	pelo	O
Doc3	que	O
Doc3	a	O
Doc3	vossa	O
Doc3	ajuda	O
Doc3	pode	O
Doc3	ser	O
Doc3	determinante	O
Doc3	.	O
Doc3	Para	O
Doc3	tal	O
Doc3	,	O
Doc3	podem	O
Doc3	escrever	O
Doc3	-	O
Doc3	nos	O
Doc3	,	O
Doc3	enviar	O
Doc3	um	O
Doc3	fax	O
Doc3	ou	O
Doc3	uma	O
Doc3	mensagem	O
Doc3	via	O
Doc3	correio	O
Doc3	electrónico	O
Doc3	.	O
Doc3	Para	O
Doc3	isso	O
Doc3	,	O
Doc3	visite	O
Doc3	a	O
Doc3	página	O
Doc3	de	O
Doc3	CONTACTOS	O
Doc3	.	O
Doc3	Vamos	O
Doc3	todos	O
Doc3	ajudar	O
Doc3	os	O
Doc3	Bombeiros	B-PES
Doc3	.	O
Doc3	Vamos	O
Doc3	todos	O
Doc3	divulgar	O
Doc3	aquilo	O
Doc3	que	O
Doc3	é	O
Doc3	este	O
Doc3	corpo	O
Doc3	,	O
Doc3	o	O
Doc3	Corpo	B-ORG
Doc3	dos	I-ORG
Doc3	Bombeiros	I-ORG
Doc3	Voluntários	I-ORG
Doc3	de	I-ORG
Doc3	V	I-ORG
Doc3	.	I-ORG
Doc3	Nova	I-ORG
Doc3	de	I-ORG
Doc3	Oliveirinha	I-ORG
Doc3	.	O
Doc3	Caros	O
Doc3	amigos	O
Doc3	,	O
Doc3	fiquem	O
Doc3	pois	O
Doc3	atentos	O
Doc3	às	O
Doc3	actualizações	O
Doc3	desta	O
Doc3	página	O
Doc3	.	O
Doc3	Com	O
Doc3	os	O
Doc3	melhores	O
Doc3	cumprimentos	O
Doc3	.	O
Doc3	Eduardo	B-PES
Doc3	Pereira	I-PES
Doc3	(	O
Doc3	Presidente	B-PES
Doc3	da	I-PES
Doc3	Direcção	I-PES
Doc3	)	O
Doc3	NOTA	O
Doc3	:	O
Doc3	Clique	O
Doc3	aqui	O
Doc3	ou	O
Doc3	na	O
Doc3	imagem	O
Doc3	do	O
Doc3	Quartel	O
Doc3	para	O
Doc3	continuar	O
Doc3	a	O
Doc3	navegar	O
Doc3	!	O
Doc4	HISTÓRICO	O
Doc4	Esta	O
Doc4	seção	O
Doc4	traz	O
Doc4	de	O
Doc4	volta	O
Doc4	um	O
Doc4	pouco	O
Doc4	da	O
Doc4	longa	O
Doc4	história	O
Doc4	do	O
Doc4	DCC	B-ORG
Doc4	.	O
Doc4	O	O
Doc4	DCC	B-ORG
Doc4	-	O
Doc4	Departamento	B-ORG
Doc4	de	I-ORG
Doc4	Cultura	I-ORG
Doc4	Científica	I-ORG
Doc4	do	I-ORG
Doc4	Centro	I-ORG
Doc4	Acadêmico	I-ORG
Doc4	Pereira	I-ORG
Doc4	Barretto	I-ORG
Doc4	(	O
Doc4	DCC	B-ORG
Doc4	/	I-ORG
Doc4	CAPB	I-ORG
Doc4	)	O
Doc4	,	O
Doc4	órgão	O
Doc4	responsável	O
Doc4	pela	O
Doc4	representação	O
Doc4	e	O
Doc4	encaminhamento	O
Doc4	científico	O
Doc4	dos	O
Doc4	alunos	O
Doc4	da	O
Doc4	UNIFESP	B-ORG
Doc4	/	I-ORG
Doc4	EPM	I-ORG
Doc4	,	O
Doc4	fundado	O
Doc4	em	O
Doc4	1937	B-TEM
Doc4	,	O
Doc4	atua	O
Doc4	junto	O
Doc4	aos	O
Doc4	alunos	O
Doc4	promovendo	O
Doc4	vários	O
Doc4	cursos	O
Doc4	extracurriculares	O
Doc4	,	O
Doc4	palestras	O
Doc4	,	O
Doc4	conferências	O
Doc4	e	O
Doc4	discussões	O
Doc4	de	O
Doc4	interesse	O
Doc4	à	O
Doc4	área	O
Doc4	médica	O
Doc4	.	O
Doc4	Organiza	O
Doc4	o	O
Doc4	Prêmio	B-OUT
Doc4	""""	I-OUT
Doc4	Pereira	I-OUT
Doc4	Barretto	I-OUT
Doc4	""""	I-OUT
Doc4	,	O
Doc4	importante	O
Doc4	e	O
Doc4	conceituada	O
Doc4	premiação	O
Doc4	anual	O
Doc4	de	O
Doc4	trabalhos	O
Doc4	científicos	O
Doc4	acadêmicos	O
Doc4	,	O
Doc4	o	O
Doc4	Congresso	B-ACO
Doc4	Acadêmico	I-ACO
Doc4	Paulista	I-ACO
Doc4	de	I-ACO
Doc4	Medicina	I-ACO
Doc4	(	O
Doc4	CAPM	B-ACO
Doc4	)	O
Doc4	,	O
Doc4	cursos	O
Doc4	de	O
Doc4	computação	O
Doc4	,	O
Doc4	cursos	O
Doc4	de	O
Doc4	idiomas	O
Doc4	e	O
Doc4	Revista	O
Doc4	científica	O
Doc4	.	O
Doc4	DCC	B-ORG
Doc4	-	O
Doc4	Como	O
Doc4	começou	O
Doc4	Os	O
Doc4	alunos	O
Doc4	sempre	O
Doc4	estiveram	O
Doc4	envolvidos	O
Doc4	na	O
Doc4	estruturação	O
Doc4	da	O
Doc4	Escola	B-ORG
Doc4	Paulista	I-ORG
Doc4	de	I-ORG
Doc4	Medicina	I-ORG
Doc4	.	O
Doc4	Poucos	O
Doc4	anos	O
Doc4	após	O
Doc4	sua	O
Doc4	fundação	O
Doc4	as	O
Doc4	atividades	O
Doc4	estudantis	O
Doc4	se	O
Doc4	intensificaram	O
Doc4	.	O
Doc4	O	O
Doc4	DCC	B-ORG
Doc4	surge	O
Doc4	em	O
Doc4	cinco	B-TEM
Doc4	de	I-TEM
Doc4	maio	I-TEM
Doc4	de	I-TEM
Doc4	1937	I-TEM
Doc4	graças	O
Doc4	ao	O
Doc4	apoio	O
Doc4	de	O
Doc4	professores	O
Doc4	e	O
Doc4	ao	O
Doc4	espirito	O
Doc4	virtuoso	O
Doc4	de	O
Doc4	acadêmicos	O
Doc4	que	O
Doc4	,	O
Doc4	no	O
Doc4	afã	O
Doc4	de	O
Doc4	realizar	O
Doc4	algo	O
Doc4	mais	O
Doc4	do	O
Doc4	que	O
Doc4	apenas	O
Doc4	seguir	O
Doc4	seus	O
Doc4	currículos	O
Doc4	,	O
Doc4	inauguraram	O
Doc4	uma	O
Doc4	história	O
Doc4	de	O
Doc4	trabalho	O
Doc4	,	O
Doc4	dedicação	O
Doc4	e	O
Doc4	abnegação	O
Doc4	.	O
Doc4	Seus	O
Doc4	primeiros	O
Doc4	diretores	O
Doc4	foram	O
Doc4	os	O
Doc4	então	O
Doc4	acadêmicos	O
Doc4	Wladimir	B-PES
Doc4	da	I-PES
Doc4	Prússia	I-PES
Doc4	Gomes	I-PES
Doc4	Ferraz	I-PES
Doc4	(	O
Doc4	Presidente	B-PES
Doc4	)	O
Doc4	,	O
Doc4	Arulemo	B-PES
Doc4	Santos	I-PES
Doc4	Novaes	I-PES
Doc4	e	O
Doc4	Jair	B-PES
Doc4	Xavier	I-PES
Doc4	Guimarães	I-PES
Doc4	(	O
Doc4	Secretários	B-PES
Doc4	)	O
Doc4	.	O
Doc4	O	O
Doc4	DCC	B-ORG
Doc4	/	I-ORG
Doc4	CAPB	I-ORG
Doc4	iniciou	O
Doc4	seus	O
Doc4	trabalhos	O
Doc4	coordenando	O
Doc4	atividades	O
Doc4	extracurriculares	O
Doc4	como	O
Doc4	Cursos	O
Doc4	,	O
Doc4	Congresso	O
Doc4	Acadêmico	O
Doc4	e	O
Doc4	instituindo	O
Doc4	Prêmios	O
Doc4	Científicos	O
Doc4	,	O
Doc4	como	O
Doc4	o	O
Doc4	Prêmio	B-OUT
Doc4	Pereira	I-OUT
Doc4	Barreto	I-OUT
Doc4	,	O
Doc4	e	O
Doc4	organizando	O
Doc4	revista	O
Doc4	científica	O
Doc4	voltada	O
Doc4	para	O
Doc4	a	O
Doc4	divulgação	O
Doc4	de	O
Doc4	trabalhos	O
Doc4	produzidos	O
Doc4	por	O
Doc4	alunos	O
Doc4	da	O
Doc4	escola	O
Doc4	e	O
Doc4	por	O
Doc4	internos	O
Doc4	do	O
Doc4	Hospital	B-ORG
Doc4	São	I-ORG
Doc4	Paulo	I-ORG
Doc4	.	O
Doc4	A	O
Doc4	revista	O
Doc4	foi	O
Doc4	denominada	O
Doc4	Medicina	B-ABS
Doc4	e	I-ABS
Doc4	Cultura	I-ABS
Doc4	e	O
Doc4	teve	O
Doc4	o	O
Doc4	seu	O
Doc4	primeiro	O
Doc4	número	O
